STATEFIPS,STATE,zipcode,agi_stub,N02650,A02650
35,NM,87413,1,2130,26021
35,NM,87413,2,1290,47251
35,NM,87413,3,880,54316
35,NM,87413,4,580,50611
35,NM,87413,5,630,81065
35,NM,87413,6,70,21828
35,NM,87415,1,380,4481
35,NM,87415,2,230,8203
35,NM,87415,3,190,11826
35,NM,87415,4,110,9237
35,NM,87415,5,170,22156
35,NM,87415,6,30,12484
35,NM,87416,1,510,6202
35,NM,87416,2,280,9986
35,NM,87416,3,120,7517
35,NM,87416,4,120,10561
35,NM,87416,5,120,16384
35,NM,87416,6,0,0
35,NM,87417,1,1080,12975
35,NM,87417,2,640,23743
35,NM,87417,3,430,26875
35,NM,87417,4,330,28490
35,NM,87417,5,360,46196
35,NM,87417,6,30,7347
35,NM,87418,1,120,1274
35,NM,87418,2,90,3240
35,NM,87418,3,50,2874
35,NM,87418,4,60,5552
35,NM,87418,5,90,14625
35,NM,87418,6,0,0
35,NM,87419,1,50,520
35,NM,87419,2,30,1236
35,NM,87419,3,20,1450
35,NM,87419,4,30,2836
35,NM,87419,5,0,0
35,NM,87419,6,0,0
35,NM,87420,1,1360,16020
35,NM,87420,2,900,32691
35,NM,87420,3,370,22651
35,NM,87420,4,230,19449
35,NM,87420,5,210,28360
35,NM,87420,6,0,0
35,NM,87421,1,320,3767
35,NM,87421,2,170,6234
35,NM,87421,3,90,5807
35,NM,87421,4,60,5084
35,NM,87421,5,60,7597
35,NM,87421,6,0,0
35,NM,87501,1,2830,36039
35,NM,87501,2,1910,71329
35,NM,87501,3,1050,66483
35,NM,87501,4,680,59767
35,NM,87501,5,1080,152599
35,NM,87501,6,600,415268
35,NM,87505,1,5750,73245
35,NM,87505,2,3700,136085
35,NM,87505,3,2100,131518
35,NM,87505,4,1220,107569
35,NM,87505,5,1790,248121
35,NM,87505,6,750,409463
35,NM,87506,1,1650,20845
35,NM,87506,2,1130,41358
35,NM,87506,3,620,39083
35,NM,87506,4,430,37824
35,NM,87506,5,870,124351
35,NM,87506,6,650,564232
35,NM,87507,1,8830,120992
35,NM,87507,2,6040,216984
35,NM,87507,3,2540,156683
35,NM,87507,4,1320,115212
35,NM,87507,5,1310,174021
35,NM,87507,6,210,72711
35,NM,87508,1,2500,30429
35,NM,87508,2,1690,63127
35,NM,87508,3,1190,75719
35,NM,87508,4,890,78436
35,NM,87508,5,1440,199271
35,NM,87508,6,400,143037
35,NM,87510,1,270,3219
35,NM,87510,2,140,4877
35,NM,87510,3,80,4749
35,NM,87510,4,30,2734
35,NM,87510,5,60,10738
35,NM,87510,6,0,0
35,NM,87520,1,320,3985
35,NM,87520,2,160,6082
35,NM,87520,3,80,5051
35,NM,87520,4,50,3887
35,NM,87520,5,30,4040
35,NM,87520,6,0,0
35,NM,87521,1,160,1872
35,NM,87521,2,90,3301
35,NM,87521,3,40,2413
35,NM,87521,4,30,3197
35,NM,87521,5,0,0
35,NM,87521,6,0,0
35,NM,87522,1,490,6147
35,NM,87522,2,310,11253
35,NM,87522,3,190,11943
35,NM,87522,4,90,7394
35,NM,87522,5,90,13109
35,NM,87522,6,0,0
35,NM,87528,1,520,5973
35,NM,87528,2,350,12439
35,NM,87528,3,110,6915
35,NM,87528,4,60,4794
35,NM,87528,5,40,5349
35,NM,87528,6,0,0
35,NM,87529,1,1080,13128
35,NM,87529,2,490,17845
35,NM,87529,3,200,12363
35,NM,87529,4,130,10975
35,NM,87529,5,110,15509
35,NM,87529,6,40,20068
35,NM,87530,1,180,2393
35,NM,87530,2,130,4747
35,NM,87530,3,60,3722
35,NM,87530,4,20,2126
35,NM,87530,5,20,3443
35,NM,87530,6,0,0
35,NM,87531,1,70,747
35,NM,87531,2,40,1420
35,NM,87531,3,30,2291
35,NM,87531,4,0,0
35,NM,87531,5,0,0
35,NM,87531,6,0,0
35,NM,87532,1,2760,35074
35,NM,87532,2,1670,59780
35,NM,87532,3,810,50652
35,NM,87532,4,510,44241
35,NM,87532,5,560,74994
35,NM,87532,6,60,17510
35,NM,87535,1,290,3682
35,NM,87535,2,170,5946
35,NM,87535,3,100,6130
35,NM,87535,4,60,4933
35,NM,87535,5,50,8188
35,NM,87535,6,0,0
35,NM,87537,1,190,2232
35,NM,87537,2,100,3642
35,NM,87537,3,40,2547
35,NM,87537,4,30,2782
35,NM,87537,5,30,5041
35,NM,87537,6,0,0
35,NM,87539,1,40,598
35,NM,87539,2,30,1060
35,NM,87539,3,30,2269
35,NM,87539,4,0,0
35,NM,87539,5,0,0
35,NM,87539,6,0,0
35,NM,87540,1,140,1752
35,NM,87540,2,100,3550
35,NM,87540,3,60,3725
35,NM,87540,4,40,3512
35,NM,87540,5,70,9518
35,NM,87540,6,30,17173
35,NM,87544,1,1860,19347
35,NM,87544,2,1040,39531
35,NM,87544,3,1050,66368
35,NM,87544,4,1100,96489
35,NM,87544,5,2860,402531
35,NM,87544,6,890,252138
35,NM,87549,1,150,1965
35,NM,87549,2,100,3675
35,NM,87549,3,60,3422
35,NM,87549,4,30,2241
35,NM,87549,5,40,5232
35,NM,87549,6,0,0
35,NM,87551,1,80,1097
35,NM,87551,2,50,1808
35,NM,87551,3,20,1241
35,NM,87551,4,30,3748
35,NM,87551,5,0,0
35,NM,87551,6,0,0
35,NM,87552,1,520,6621
35,NM,87552,2,380,13905
35,NM,87552,3,180,11273
35,NM,87552,4,100,8763
35,NM,87552,5,70,9874
35,NM,87552,6,0,0
35,NM,87553,1,290,3420
35,NM,87553,2,150,5186
35,NM,87553,3,60,3823
35,NM,87553,4,40,3619
35,NM,87553,5,20,3048
35,NM,87553,6,0,0
35,NM,87556,1,480,5782
35,NM,87556,2,210,7717
35,NM,87556,3,130,8057
35,NM,87556,4,60,5014
35,NM,87556,5,60,8296
35,NM,87556,6,0,0
35,NM,87557,1,1670,20964
35,NM,87557,2,740,26724
35,NM,87557,3,320,19762
35,NM,87557,4,150,13399
35,NM,87557,5,160,21343
35,NM,87557,6,50,14789
35,NM,87560,1,250,3129
35,NM,87560,2,150,5337
35,NM,87560,3,60,3824
35,NM,87560,4,30,4688
35,NM,87560,5,0,0
35,NM,87560,6,0,0
35,NM,87565,1,120,1473
35,NM,87565,2,60,2221
35,NM,87565,3,40,3115
35,NM,87565,4,0,0
35,NM,87565,5,0,0
35,NM,87565,6,0,0
35,NM,87566,1,640,8190
35,NM,87566,2,330,11541
35,NM,87566,3,140,8641
35,NM,87566,4,60,4849
35,NM,87566,5,50,6007
35,NM,87566,6,0,0
35,NM,87567,1,990,12648
35,NM,87567,2,560,19983
35,NM,87567,3,230,14191
35,NM,87567,4,130,11143
35,NM,87567,5,130,18064
35,NM,87567,6,0,0
35,NM,87571,1,2660,32436
35,NM,87571,2,1220,44145
35,NM,87571,3,520,32179
35,NM,87571,4,270,23462
35,NM,87571,5,300,40498
35,NM,87571,6,110,52441
35,NM,87575,1,140,1701
35,NM,87575,2,70,2653
35,NM,87575,3,40,2647
35,NM,87575,4,30,3049
35,NM,87575,5,0,0
35,NM,87575,6,0,0
35,NM,87579,1,150,1756
35,NM,87579,2,70,2452
35,NM,87579,3,30,1590
35,NM,87579,4,20,2614
35,NM,87579,5,0,0
35,NM,87579,6,0,0
35,NM,87701,1,4240,54437
35,NM,87701,2,2160,76818
35,NM,87701,3,770,47512
35,NM,87701,4,380,32818
35,NM,87701,5,300,38776
35,NM,87701,6,60,21102
35,NM,87711,1,160,1957
35,NM,87711,2,60,2107
35,NM,87711,3,20,1648
35,NM,87711,4,0,0
35,NM,87711,5,0,0
35,NM,87711,6,0,0
35,NM,87714,1,200,2545
35,NM,87714,2,140,5298
35,NM,87714,3,60,3920
35,NM,87714,4,20,1965
35,NM,87714,5,30,6081
35,NM,87714,6,0,0
35,NM,87715,1,140,2021
35,NM,87715,2,50,1748
35,NM,87715,3,30,2521
35,NM,87715,4,0,0
35,NM,87715,5,0,0
35,NM,87715,6,0,0
35,NM,87718,1,110,1297
35,NM,87718,2,40,1468
35,NM,87718,3,40,2237
35,NM,87718,4,20,2282
35,NM,87718,5,0,0
35,NM,87718,6,0,0
35,NM,87722,1,100,1108
35,NM,87722,2,40,1451
35,NM,87722,3,20,1962
35,NM,87722,4,0,0
35,NM,87722,5,0,0
35,NM,87722,6,0,0
35,NM,87723,1,90,1079
35,NM,87723,2,50,2256
35,NM,87723,3,0,0
35,NM,87723,4,0,0
35,NM,87723,5,0,0
35,NM,87723,6,0,0
35,NM,87728,1,80,1144
35,NM,87728,2,40,1350
35,NM,87728,3,40,2538
35,NM,87728,4,0,0
35,NM,87728,5,0,0
35,NM,87728,6,0,0
35,NM,87731,1,60,645
35,NM,87731,2,60,2911
35,NM,87731,3,0,0
35,NM,87731,4,20,2610
35,NM,87731,5,0,0
35,NM,87731,6,0,0
35,NM,87732,1,360,4427
35,NM,87732,2,180,6215
35,NM,87732,3,70,4466
35,NM,87732,4,40,3300
35,NM,87732,5,30,3847
35,NM,87732,6,0,0
35,NM,87734,1,60,749
35,NM,87734,2,40,2240
35,NM,87734,3,0,0
35,NM,87734,4,0,0
35,NM,87734,5,0,0
35,NM,87734,6,0,0
35,NM,87740,1,1620,20345
35,NM,87740,2,790,27949
35,NM,87740,3,360,22153
35,NM,87740,4,210,18358
35,NM,87740,5,170,22419
35,NM,87740,6,30,10255
35,NM,87742,1,90,1161
35,NM,87742,2,50,1782
35,NM,87742,3,50,3388
35,NM,87742,4,0,0
35,NM,87742,5,30,6493
35,NM,87742,6,0,0
35,NM,87743,1,80,859
35,NM,87743,2,50,2188
35,NM,87743,3,0,0
35,NM,87743,4,20,2995
35,NM,87743,5,0,0
35,NM,87743,6,0,0
35,NM,87745,1,130,1537
35,NM,87745,2,70,2660
35,NM,87745,3,30,1642
35,NM,87745,4,20,3143
35,NM,87745,5,0,0
35,NM,87745,6,0,0
35,NM,87747,1,270,3221
35,NM,87747,2,170,5987
35,NM,87747,3,80,4596
35,NM,87747,4,20,2123
35,NM,87747,5,30,4422
35,NM,87747,6,0,0
35,NM,87752,1,90,1101
35,NM,87752,2,50,1733
35,NM,87752,3,20,1911
35,NM,87752,4,0,0
35,NM,87752,5,0,0
35,NM,87752,6,0,0
35,NM,87801,1,2070,25685
35,NM,87801,2,1000,36169
35,NM,87801,3,450,27679
35,NM,87801,4,240,20945
35,NM,87801,5,240,32039
35,NM,87801,6,40,14683
35,NM,87821,1,110,1447
35,NM,87821,2,60,2518
35,NM,87821,3,0,0
35,NM,87821,4,40,3975
35,NM,87821,5,0,0
35,NM,87821,6,0,0
35,NM,87823,1,150,1664
35,NM,87823,2,80,2893
35,NM,87823,3,30,2075
35,NM,87823,4,30,2139
35,NM,87823,5,30,3050
35,NM,87823,6,0,0
35,NM,87825,1,610,7288
35,NM,87825,2,280,10185
35,NM,87825,3,110,6481
35,NM,87825,4,40,3308
35,NM,87825,5,40,6404
35,NM,87825,6,0,0
35,NM,87827,1,60,664
35,NM,87827,2,40,1752
35,NM,87827,3,0,0
35,NM,87827,4,20,2102
35,NM,87827,5,0,0
35,NM,87827,6,0,0
35,NM,87828,1,60,723
35,NM,87828,2,50,2291
35,NM,87828,3,0,0
35,NM,87828,4,0,0
35,NM,87828,5,0,0
35,NM,87828,6,0,0
35,NM,87829,1,150,1945
35,NM,87829,2,70,2409
35,NM,87829,3,60,4010
35,NM,87829,4,0,0
35,NM,87829,5,20,3195
35,NM,87829,6,0,0
35,NM,87830,1,180,2058
35,NM,87830,2,80,2965
35,NM,87830,3,50,3178
35,NM,87830,4,40,4266
35,NM,87830,5,0,0
35,NM,87830,6,0,0
35,NM,87832,1,140,1891
35,NM,87832,2,90,3138
35,NM,87832,3,60,3861
35,NM,87832,4,40,4340
35,NM,87832,5,0,0
35,NM,87832,6,0,0
35,NM,87901,1,1530,18963
35,NM,87901,2,580,20538
35,NM,87901,3,240,14857
35,NM,87901,4,100,8296
35,NM,87901,5,80,13934
35,NM,87901,6,0,0
35,NM,87930,1,190,2314
35,NM,87930,2,80,2815
35,NM,87930,3,40,2689
35,NM,87930,4,0,0
35,NM,87930,5,0,0
35,NM,87930,6,0,0
35,NM,87931,1,110,1474
35,NM,87931,2,60,2111
35,NM,87931,3,20,1383
35,NM,87931,4,30,3309
35,NM,87931,5,0,0
35,NM,87931,6,0,0
35,NM,87936,1,80,958
35,NM,87936,2,40,1426
35,NM,87936,3,30,2712
35,NM,87936,4,0,0
35,NM,87936,5,0,0
35,NM,87936,6,0,0
35,NM,87937,1,870,9907
35,NM,87937,2,380,13531
35,NM,87937,3,100,5999
35,NM,87937,4,40,3376
35,NM,87937,5,30,6514
35,NM,87937,6,0,0
35,NM,87940,1,120,1527
35,NM,87940,2,70,3507
35,NM,87940,3,0,0
35,NM,87940,4,0,0
35,NM,87940,5,0,0
35,NM,87940,6,0,0
35,NM,87941,1,390,5045
35,NM,87941,2,170,5818
35,NM,87941,3,30,2077
35,NM,87941,4,0,0
35,NM,87941,5,0,0
35,NM,87941,6,0,0
35,NM,87942,1,240,2999
35,NM,87942,2,130,4527
35,NM,87942,3,60,3507
35,NM,87942,4,30,2713
35,NM,87942,5,20,2691
35,NM,87942,6,0,0
35,NM,88001,1,8630,107487
35,NM,88001,2,3230,113569
35,NM,88001,3,1080,66439
35,NM,88001,4,540,46401
35,NM,88001,5,340,44080
35,NM,88001,6,60,23664
35,NM,88002,1,290,3813
35,NM,88002,2,140,4961
35,NM,88002,3,60,3408
35,NM,88002,4,30,2604
35,NM,88002,5,30,3874
35,NM,88002,6,0,0
35,NM,88005,1,5130,64228
35,NM,88005,2,2460,88782
35,NM,88005,3,1200,74999
35,NM,88005,4,800,69695
35,NM,88005,5,900,119441
35,NM,88005,6,160,89432
35,NM,88007,1,3960,49665
35,NM,88007,2,1920,69614
35,NM,88007,3,1050,64958
35,NM,88007,4,730,63554
35,NM,88007,5,940,125195
35,NM,88007,6,210,78743
35,NM,88008,1,1090,13394
35,NM,88008,2,600,22261
35,NM,88008,3,380,23858
35,NM,88008,4,270,24134
35,NM,88008,5,300,39460
35,NM,88008,6,40,10634
35,NM,88011,1,4550,55987
35,NM,88011,2,2460,91292
35,NM,88011,3,1800,113075
35,NM,88011,4,1460,127765
35,NM,88011,5,2110,286324
35,NM,88011,6,480,179225
35,NM,88012,1,4660,59095
35,NM,88012,2,2680,98456
35,NM,88012,3,1590,98008
35,NM,88012,4,950,82594
35,NM,88012,5,650,82793
35,NM,88012,6,40,11801
35,NM,88020,1,130,1551
35,NM,88020,2,80,2808
35,NM,88020,3,40,2261
35,NM,88020,4,30,2455
35,NM,88020,5,20,2892
35,NM,88020,6,0,0
35,NM,88021,1,4100,54238
35,NM,88021,2,1600,56256
35,NM,88021,3,450,27398
35,NM,88021,4,210,18677
35,NM,88021,5,200,26526
35,NM,88021,6,50,18122
35,NM,88022,1,130,1618
35,NM,88022,2,70,2364
35,NM,88022,3,40,2340
35,NM,88022,4,30,2175
35,NM,88022,5,30,3940
35,NM,88022,6,0,0
35,NM,88023,1,550,6787
35,NM,88023,2,310,11179
35,NM,88023,3,160,9933
35,NM,88023,4,90,8095
35,NM,88023,5,50,5493
35,NM,88023,6,0,0
35,NM,88024,1,120,1604
35,NM,88024,2,40,1621
35,NM,88024,3,0,0
35,NM,88024,4,0,0
35,NM,88024,5,0,0
35,NM,88024,6,0,0
35,NM,88030,1,4650,58158
35,NM,88030,2,1950,69740
35,NM,88030,3,820,51213
35,NM,88030,4,410,36025
35,NM,88030,5,290,36629
35,NM,88030,6,40,15736
35,NM,88039,1,100,1215
35,NM,88039,2,50,1595
35,NM,88039,3,30,1569
35,NM,88039,4,20,2163
35,NM,88039,5,0,0
35,NM,88039,6,0,0
35,NM,88041,1,140,1643
35,NM,88041,2,90,3191
35,NM,88041,3,30,2142
35,NM,88041,4,40,4227
35,NM,88041,5,0,0
35,NM,88041,6,0,0
35,NM,88042,1,50,586
35,NM,88042,2,40,1706
35,NM,88042,3,0,0
35,NM,88042,4,30,2964
35,NM,88042,5,0,0
35,NM,88042,6,0,0
35,NM,88043,1,320,3962
35,NM,88043,2,140,5332
35,NM,88043,3,60,3935
35,NM,88043,4,60,5814
35,NM,88043,5,0,0
35,NM,88043,6,0,0
35,NM,88044,1,630,8211
35,NM,88044,2,320,11252
35,NM,88044,3,150,8947
35,NM,88044,4,100,8941
35,NM,88044,5,80,12392
35,NM,88044,6,0,0
35,NM,88045,1,710,8718
35,NM,88045,2,300,11056
35,NM,88045,3,180,11412
35,NM,88045,4,130,11241
35,NM,88045,5,80,10563
35,NM,88045,6,0,0
35,NM,88047,1,1100,14366
35,NM,88047,2,500,17811
35,NM,88047,3,240,14724
35,NM,88047,4,100,8789
35,NM,88047,5,130,16888
35,NM,88047,6,30,14182
35,NM,88048,1,1050,14391
35,NM,88048,2,440,14975
35,NM,88048,3,120,7094
35,NM,88048,4,40,3829
35,NM,88048,5,30,3767
35,NM,88048,6,0,0
35,NM,88049,1,160,1963
35,NM,88049,2,100,3596
35,NM,88049,3,70,3982
35,NM,88049,4,30,2495
35,NM,88049,5,30,5404
35,NM,88049,6,0,0
35,NM,88061,1,2730,31774
35,NM,88061,2,1290,47498
35,NM,88061,3,800,49638
35,NM,88061,4,510,44308
35,NM,88061,5,490,63875
35,NM,88061,6,90,28587
35,NM,88063,1,3630,45285
35,NM,88063,2,1100,37387
35,NM,88063,3,230,13487
35,NM,88063,4,50,4511
35,NM,88063,5,30,4163
35,NM,88063,6,0,0
35,NM,88072,1,250,3262
35,NM,88072,2,100,3483
35,NM,88072,3,30,1633
35,NM,88072,4,40,3988
35,NM,88072,5,0,0
35,NM,88072,6,0,0
35,NM,88081,1,3200,42015
35,NM,88081,2,1250,43834
35,NM,88081,3,350,21222
35,NM,88081,4,140,11899
35,NM,88081,5,90,12727
35,NM,88081,6,0,0
35,NM,88101,1,8560,116438
35,NM,88101,2,5550,197951
35,NM,88101,3,2380,146296
35,NM,88101,4,1230,107168
35,NM,88101,5,1240,162501
35,NM,88101,6,180,71458
35,NM,88116,1,70,860
35,NM,88116,2,40,1504
35,NM,88116,3,40,2900
35,NM,88116,4,0,0
35,NM,88116,5,0,0
35,NM,88116,6,0,0
35,NM,88119,1,420,4889
35,NM,88119,2,180,6152
35,NM,88119,3,80,5132
35,NM,88119,4,40,3648
35,NM,88119,5,50,17771
35,NM,88119,6,0,0
35,NM,88124,1,190,2149
35,NM,88124,2,110,3942
35,NM,88124,3,60,3644
35,NM,88124,4,20,1850
35,NM,88124,5,40,5031
35,NM,88124,6,0,0
35,NM,88130,1,3380,43524
35,NM,88130,2,1960,70887
35,NM,88130,3,800,49356
35,NM,88130,4,420,36476
35,NM,88130,5,380,50139
35,NM,88130,6,40,11800
35,NM,88135,1,280,3353
35,NM,88135,2,220,7817
35,NM,88135,3,80,4949
35,NM,88135,4,50,3936
35,NM,88135,5,50,6871
35,NM,88135,6,0,0
35,NM,88201,1,4180,51834
35,NM,88201,2,2220,79951
35,NM,88201,3,1270,79373
35,NM,88201,4,870,76424
35,NM,88201,5,970,129539
35,NM,88201,6,280,137111
35,NM,88203,1,5790,73913
35,NM,88203,2,3020,107789
35,NM,88203,3,1210,74022
35,NM,88203,4,570,49702
35,NM,88203,5,330,41548
35,NM,88203,6,50,16236
35,NM,88210,1,2390,28826
35,NM,88210,2,1430,51713
35,NM,88210,3,920,57259
35,NM,88210,4,680,59760
35,NM,88210,5,950,129059
35,NM,88210,6,250,100070
35,NM,88220,1,5410,68124
35,NM,88220,2,3260,118976
35,NM,88220,3,2470,154932
35,NM,88220,4,1590,139026
35,NM,88220,5,1550,202753
35,NM,88220,6,320,173165
35,NM,88230,1,890,10822
35,NM,88230,2,610,21329
35,NM,88230,3,210,13032
35,NM,88230,4,130,11301
35,NM,88230,5,90,14707
35,NM,88230,6,0,0
35,NM,88232,1,320,3960
35,NM,88232,2,210,7407
35,NM,88232,3,100,6345
35,NM,88232,4,60,5658
35,NM,88232,5,60,8293
35,NM,88232,6,0,0
35,NM,88240,1,5600,71813
35,NM,88240,2,3680,134595
35,NM,88240,3,2410,150500
35,NM,88240,4,1410,121982
35,NM,88240,5,1460,194371
35,NM,88240,6,290,114464
35,NM,88242,1,830,10193
35,NM,88242,2,530,19646
35,NM,88242,3,410,25610
35,NM,88242,4,310,27039
35,NM,88242,5,480,64703
35,NM,88242,6,170,95380
35,NM,88250,1,30,409
35,NM,88250,2,40,1989
35,NM,88250,3,0,0
35,NM,88250,4,20,2543
35,NM,88250,5,0,0
35,NM,88250,6,0,0
35,NM,88252,1,290,3641
35,NM,88252,2,200,7584
35,NM,88252,3,160,10026
35,NM,88252,4,120,9909
35,NM,88252,5,130,21748
35,NM,88252,6,0,0
35,NM,88253,1,140,1863
35,NM,88253,2,100,3815
35,NM,88253,3,50,3340
35,NM,88253,4,40,3123
35,NM,88253,5,40,6457
35,NM,88253,6,0,0
35,NM,88256,1,330,4281
35,NM,88256,2,200,7332
35,NM,88256,3,130,8251
35,NM,88256,4,70,6128
35,NM,88256,5,70,11609
35,NM,88256,6,0,0
35,NM,88260,1,2070,26180
35,NM,88260,2,1320,49014
35,NM,88260,3,1050,65812
35,NM,88260,4,650,56212
35,NM,88260,5,630,82238
35,NM,88260,6,160,93487
35,NM,88265,1,40,454
35,NM,88265,2,30,1170
35,NM,88265,3,30,1757
35,NM,88265,4,30,5190
35,NM,88265,5,0,0
35,NM,88265,6,0,0
35,NM,88267,1,190,2341
35,NM,88267,2,130,4716
35,NM,88267,3,60,3766
35,NM,88267,4,50,3815
35,NM,88267,5,60,12281
35,NM,88267,6,0,0
35,NM,88301,1,280,3535
35,NM,88301,2,140,4869
35,NM,88301,3,60,3899
35,NM,88301,4,40,3490
35,NM,88301,5,30,4084
35,NM,88301,6,0,0
35,NM,88310,1,6440,83348
35,NM,88310,2,3650,131523
35,NM,88310,3,1900,117581
35,NM,88310,4,1110,97088
35,NM,88310,5,970,123731
35,NM,88310,6,130,48460
35,NM,88311,1,400,5257
35,NM,88311,2,230,8160
35,NM,88311,3,130,8092
35,NM,88311,4,50,4673
35,NM,88311,5,80,10685
35,NM,88311,6,20,8935
35,NM,88312,1,390,4975
35,NM,88312,2,230,8623
35,NM,88312,3,160,10231
35,NM,88312,4,110,9569
35,NM,88312,5,160,22196
35,NM,88312,6,50,21555
35,NM,88316,1,470,6141
35,NM,88316,2,230,8188
35,NM,88316,3,110,6549
35,NM,88316,4,70,6012
35,NM,88316,5,50,6749
35,NM,88316,6,0,0
35,NM,88317,1,310,3653
35,NM,88317,2,170,6211
35,NM,88317,3,120,7846
35,NM,88317,4,90,7941
35,NM,88317,5,100,17550
35,NM,88317,6,0,0
35,NM,88318,1,80,1022
35,NM,88318,2,50,2512
35,NM,88318,3,0,0
35,NM,88318,4,30,3080
35,NM,88318,5,0,0
35,NM,88318,6,0,0
35,NM,88330,1,710,11900
35,NM,88330,2,480,17385
35,NM,88330,3,170,10045
35,NM,88330,4,70,6354
35,NM,88330,5,50,6456
35,NM,88330,6,0,0
35,NM,88336,1,70,833
35,NM,88336,2,50,2386
35,NM,88336,3,0,0
35,NM,88336,4,0,0
35,NM,88336,5,0,0
35,NM,88336,6,0,0
35,NM,88337,1,470,6010
35,NM,88337,2,280,10578
35,NM,88337,3,160,10290
35,NM,88337,4,100,8706
35,NM,88337,5,120,16367
35,NM,88337,6,0,0
35,NM,88339,1,80,1001
35,NM,88339,2,60,2163
35,NM,88339,3,40,2319
35,NM,88339,4,40,3059
35,NM,88339,5,40,6914
35,NM,88339,6,0,0
35,NM,88340,1,840,10279
35,NM,88340,2,360,12488
35,NM,88340,3,120,7202
35,NM,88340,4,50,4646
35,NM,88340,5,30,4431
35,NM,88340,6,0,0
35,NM,88341,1,100,1096
35,NM,88341,2,60,2342
35,NM,88341,3,30,1622
35,NM,88341,4,20,1932
35,NM,88341,5,30,3811
35,NM,88341,6,0,0
35,NM,88345,1,1070,13168
35,NM,88345,2,510,18646
35,NM,88345,3,260,16020
35,NM,88345,4,170,14878
35,NM,88345,5,160,21501
35,NM,88345,6,60,17460
35,NM,88346,1,810,10390
35,NM,88346,2,340,12104
35,NM,88346,3,110,6987
35,NM,88346,4,50,4709
35,NM,88346,5,30,6004
35,NM,88346,6,0,0
35,NM,88348,1,70,810
35,NM,88348,2,40,1536
35,NM,88348,3,20,1689
35,NM,88348,4,0,0
35,NM,88348,5,0,0
35,NM,88348,6,0,0
35,NM,88352,1,1010,12715
35,NM,88352,2,550,19453
35,NM,88352,3,270,16691
35,NM,88352,4,140,11829
35,NM,88352,5,100,14995
35,NM,88352,6,0,0
35,NM,88401,1,1500,18561
35,NM,88401,2,620,22004
35,NM,88401,3,270,17005
35,NM,88401,4,170,14577
35,NM,88401,5,80,12645
35,NM,88401,6,0,0
35,NM,88415,1,530,6871
35,NM,88415,2,340,12358
35,NM,88415,3,160,9915
35,NM,88415,4,70,6202
35,NM,88415,5,100,16236
35,NM,88415,6,0,0
35,NM,88418,1,60,638
35,NM,88418,2,40,1610
35,NM,88418,3,40,3213
35,NM,88418,4,0,0
35,NM,88418,5,0,0
35,NM,88418,6,0,0
35,NM,88426,1,260,3028
35,NM,88426,2,100,3710
35,NM,88426,3,60,3801
35,NM,88426,4,40,3579
35,NM,88426,5,50,8055
35,NM,88426,6,0,0
35,NM,88434,1,80,1036
35,NM,88434,2,70,3147
35,NM,88434,3,0,0
35,NM,88434,4,20,2374
35,NM,88434,5,0,0
35,NM,88434,6,0,0
35,NM,88435,1,770,9333
35,NM,88435,2,340,12101
35,NM,88435,3,120,7480
35,NM,88435,4,50,4212
35,NM,88435,5,50,7317
35,NM,88435,6,0,0
35,NM,99999,1,41410,512385
35,NM,99999,2,21210,762612
35,NM,99999,3,9410,581169
35,NM,99999,4,5020,437733
35,NM,99999,5,5140,687867
35,NM,99999,6,1410,741132
36,NY,0,1,3670420,44759818
36,NY,0,2,2067880,76200912
36,NY,0,3,1230880,76600109
36,NY,0,4,789220,69086637
36,NY,0,5,1112290,153455104
36,NY,0,6,439790,303733211
36,NY,10001,1,4140,48512
36,NY,10001,2,2480,94457
36,NY,10001,3,1820,114092
36,NY,10001,4,1300,114297
36,NY,10001,5,2080,293686
36,NY,10001,6,1900,1462951
36,NY,10002,1,24180,277575
36,NY,10002,2,8440,308510
36,NY,10002,3,4360,270994
36,NY,10002,4,2330,202803
36,NY,10002,5,2790,382525
36,NY,10002,6,1310,591212
36,NY,10003,1,5740,68783
36,NY,10003,2,4510,176117
36,NY,10003,3,4450,283043
36,NY,10003,4,3230,285256
36,NY,10003,5,5880,842218
36,NY,10003,6,5530,4573730
36,NY,10004,1,360,4530
36,NY,10004,2,310,12365
36,NY,10004,3,290,18118
36,NY,10004,4,240,20837
36,NY,10004,5,550,79784
36,NY,10004,6,830,769145
36,NY,10005,1,800,9384
36,NY,10005,2,810,31607
36,NY,10005,3,790,49839
36,NY,10005,4,610,53348
36,NY,10005,5,1120,162373
36,NY,10005,6,1530,5064670
36,NY,10006,1,360,4507
36,NY,10006,2,380,15017
36,NY,10006,3,350,22329
36,NY,10006,4,250,22153
36,NY,10006,5,600,86082
36,NY,10006,6,420,278463
36,NY,10007,1,510,5829
36,NY,10007,2,330,12408
36,NY,10007,3,280,17873
36,NY,10007,4,230,20107
36,NY,10007,5,600,90643
36,NY,10007,6,1510,1586924
36,NY,10009,1,10650,131798
36,NY,10009,2,7110,269991
36,NY,10009,3,5370,336379
36,NY,10009,4,3300,288536
36,NY,10009,5,4110,566324
36,NY,10009,6,1630,743814
36,NY,10010,1,3030,36627
36,NY,10010,2,2610,100756
36,NY,10010,3,2660,169038
36,NY,10010,4,1940,171062
36,NY,10010,5,3680,525309
36,NY,10010,6,3350,2469689
36,NY,10011,1,5870,72076
36,NY,10011,2,4300,168580
36,NY,10011,3,4030,256907
