STATEFIPS,STATE,zipcode,agi_stub,N02650,A02650
12,FL,33616,2,2120,76038
12,FL,33616,3,920,57270
12,FL,33616,4,520,44941
12,FL,33616,5,540,72428
12,FL,33616,6,160,67933
12,FL,33617,1,9600,126577
12,FL,33617,2,5280,188729
12,FL,33617,3,2030,124756
12,FL,33617,4,1010,87991
12,FL,33617,5,1110,151436
12,FL,33617,6,320,130391
12,FL,33618,1,4620,58357
12,FL,33618,2,3190,116871
12,FL,33618,3,1710,106829
12,FL,33618,4,1100,96661
12,FL,33618,5,1760,246697
12,FL,33618,6,810,389853
12,FL,33619,1,8370,110627
12,FL,33619,2,4240,150972
12,FL,33619,3,1430,86835
12,FL,33619,4,600,51412
12,FL,33619,5,440,56252
12,FL,33619,6,70,33297
12,FL,33621,1,370,6201
12,FL,33621,2,280,10394
12,FL,33621,3,110,7053
12,FL,33621,4,80,7261
12,FL,33621,5,80,10057
12,FL,33621,6,0,0
12,FL,33624,1,7390,95266
12,FL,33624,2,5320,194453
12,FL,33624,3,2840,176310
12,FL,33624,4,1730,151011
12,FL,33624,5,1960,261837
12,FL,33624,6,380,138618
12,FL,33625,1,4820,62290
12,FL,33625,2,3120,114311
12,FL,33625,3,1750,109007
12,FL,33625,4,1100,96855
12,FL,33625,5,1230,164265
12,FL,33625,6,220,63892
12,FL,33626,1,2950,34918
12,FL,33626,2,2170,82763
12,FL,33626,3,1710,108068
12,FL,33626,4,1390,122857
12,FL,33626,5,3000,422808
12,FL,33626,6,1490,575784
12,FL,33629,1,2930,32014
12,FL,33629,2,1890,72372
12,FL,33629,3,1380,86295
12,FL,33629,4,1090,96501
12,FL,33629,5,2480,358379
12,FL,33629,6,2120,1169301
12,FL,33634,1,5120,67570
12,FL,33634,2,3040,109005
12,FL,33634,3,1150,70928
12,FL,33634,4,520,44966
12,FL,33634,5,490,65104
12,FL,33634,6,150,66777
12,FL,33635,1,3180,41772
12,FL,33635,2,2180,80371
12,FL,33635,3,1180,73608
12,FL,33635,4,680,59118
12,FL,33635,5,880,118248
12,FL,33635,6,140,41873
12,FL,33637,1,3430,45238
12,FL,33637,2,2220,79837
12,FL,33637,3,880,53624
12,FL,33637,4,420,36565
12,FL,33637,5,330,43580
12,FL,33637,6,60,32740
12,FL,33647,1,8500,104125
12,FL,33647,2,5670,210254
12,FL,33647,3,3420,213735
12,FL,33647,4,2750,242752
12,FL,33647,5,4880,683831
12,FL,33647,6,2140,919819
12,FL,33701,1,3370,41944
12,FL,33701,2,1910,69503
12,FL,33701,3,890,55189
12,FL,33701,4,520,45753
12,FL,33701,5,860,122285
12,FL,33701,6,590,401097
12,FL,33702,1,6040,79010
12,FL,33702,2,3960,145014
12,FL,33702,3,1880,116125
12,FL,33702,4,1030,89951
12,FL,33702,5,1290,174205
12,FL,33702,6,410,172998
12,FL,33703,1,3930,48869
12,FL,33703,2,2780,103070
12,FL,33703,3,1660,103520
12,FL,33703,4,1050,91473
12,FL,33703,5,1540,211789
12,FL,33703,6,730,295247
12,FL,33704,1,2530,31183
12,FL,33704,2,1840,69138
12,FL,33704,3,1110,69422
12,FL,33704,4,730,63907
12,FL,33704,5,1200,168494
12,FL,33704,6,830,811071
12,FL,33705,1,6100,79951
12,FL,33705,2,3180,114829
12,FL,33705,3,1340,82927
12,FL,33705,4,670,58578
12,FL,33705,5,790,105586
12,FL,33705,6,190,78089
12,FL,33706,1,2650,33227
12,FL,33706,2,1610,59445
12,FL,33706,3,1180,74593
12,FL,33706,4,760,67473
12,FL,33706,5,1240,174373
12,FL,33706,6,880,423304
12,FL,33707,1,5050,63256
12,FL,33707,2,3000,109544
12,FL,33707,3,1500,93353
12,FL,33707,4,900,77816
12,FL,33707,5,1090,148944
12,FL,33707,6,560,262585
12,FL,33708,1,2770,35363
12,FL,33708,2,1740,64634
12,FL,33708,3,1110,69150
12,FL,33708,4,750,65332
12,FL,33708,5,1070,147340
12,FL,33708,6,490,317147
12,FL,33709,1,5610,74253
12,FL,33709,2,3170,113125
12,FL,33709,3,1350,83491
12,FL,33709,4,650,56223
12,FL,33709,5,520,65716
12,FL,33709,6,50,16377
12,FL,33710,1,6660,85424
12,FL,33710,2,4560,167283
12,FL,33710,3,2390,147323
12,FL,33710,4,1470,128374
12,FL,33710,5,1360,176531
12,FL,33710,6,250,101678
12,FL,33711,1,4400,57770
12,FL,33711,2,1910,67403
12,FL,33711,3,730,44704
12,FL,33711,4,390,33724
12,FL,33711,5,510,71152
12,FL,33711,6,210,84209
12,FL,33712,1,6430,86473
12,FL,33712,2,3190,112303
12,FL,33712,3,1110,67567
12,FL,33712,4,530,45914
12,FL,33712,5,490,64882
12,FL,33712,6,100,53653
12,FL,33713,1,6950,92801
12,FL,33713,2,4510,162883
12,FL,33713,3,1980,122090
12,FL,33713,4,900,77782
12,FL,33713,5,700,90280
12,FL,33713,6,70,21627
12,FL,33714,1,4430,57471
12,FL,33714,2,2230,78316
12,FL,33714,3,800,48619
12,FL,33714,4,320,27222
12,FL,33714,5,210,31700
12,FL,33714,6,0,0
12,FL,33715,1,890,10203
12,FL,33715,2,610,23164
12,FL,33715,3,500,31655
12,FL,33715,4,450,39964
12,FL,33715,5,810,115050
12,FL,33715,6,590,362715
12,FL,33716,1,2870,41965
12,FL,33716,2,3190,117536
12,FL,33716,3,1410,86718
12,FL,33716,4,650,56112
12,FL,33716,5,540,72999
12,FL,33716,6,150,61966
12,FL,33755,1,6380,79723
12,FL,33755,2,3090,110329
12,FL,33755,3,1200,74468
12,FL,33755,4,590,51837
12,FL,33755,5,550,72422
12,FL,33755,6,160,68645
12,FL,33756,1,6440,84239
12,FL,33756,2,3490,125312
12,FL,33756,3,1720,106189
12,FL,33756,4,920,79465
12,FL,33756,5,1020,137183
12,FL,33756,6,500,346725
12,FL,33759,1,3540,45741
12,FL,33759,2,2330,85516
12,FL,33759,3,1110,68294
12,FL,33759,4,600,52228
12,FL,33759,5,810,109350
12,FL,33759,6,290,126621
12,FL,33760,1,3520,48517
12,FL,33760,2,2300,81982
12,FL,33760,3,800,48779
12,FL,33760,4,430,37702
12,FL,33760,5,350,46236
12,FL,33760,6,70,34967
12,FL,33761,1,3110,38080
12,FL,33761,2,2010,74689
12,FL,33761,3,1300,81056
12,FL,33761,4,820,71820
12,FL,33761,5,1100,151396
12,FL,33761,6,330,140707
12,FL,33762,1,880,10624
12,FL,33762,2,800,30140
12,FL,33762,3,570,35426
12,FL,33762,4,300,26286
12,FL,33762,5,490,67738
12,FL,33762,6,220,161569
12,FL,33763,1,3840,49550
12,FL,33763,2,2630,96062
12,FL,33763,3,1250,77789
12,FL,33763,4,620,53655
12,FL,33763,5,540,69723
12,FL,33763,6,60,29889
12,FL,33764,1,4680,59996
12,FL,33764,2,3060,110558
12,FL,33764,3,1570,97595
12,FL,33764,4,1080,94532
12,FL,33764,5,1240,164626
12,FL,33764,6,300,155716
12,FL,33765,1,2970,39992
12,FL,33765,2,1980,71105
12,FL,33765,3,790,48233
12,FL,33765,4,390,33588
12,FL,33765,5,400,53684
12,FL,33765,6,120,62577
12,FL,33767,1,1210,14867
12,FL,33767,2,750,28369
12,FL,33767,3,550,34471
12,FL,33767,4,400,35428
12,FL,33767,5,870,125221
12,FL,33767,6,760,515118
12,FL,33770,1,5260,68960
12,FL,33770,2,3240,116065
12,FL,33770,3,1440,88789
12,FL,33770,4,780,67794
12,FL,33770,5,760,101569
12,FL,33770,6,280,163636
12,FL,33771,1,6130,82076
12,FL,33771,2,4030,144348
12,FL,33771,3,1630,100278
12,FL,33771,4,710,61074
12,FL,33771,5,530,69233
12,FL,33771,6,50,27634
12,FL,33772,1,4240,54296
12,FL,33772,2,2810,103690
12,FL,33772,3,1680,104855
12,FL,33772,4,1100,95766
12,FL,33772,5,1100,144911
12,FL,33772,6,260,106963
12,FL,33773,1,3180,41840
12,FL,33773,2,2160,78525
12,FL,33773,3,1120,69491
12,FL,33773,4,720,62316
12,FL,33773,5,740,95677
12,FL,33773,6,100,34297
12,FL,33774,1,3360,42440
12,FL,33774,2,2070,75739
12,FL,33774,3,1120,69766
12,FL,33774,4,720,63341
12,FL,33774,5,840,112577
12,FL,33774,6,210,95611
12,FL,33776,1,2000,24169
12,FL,33776,2,1200,45111
12,FL,33776,3,900,56874
12,FL,33776,4,700,61239
12,FL,33776,5,1110,150940
12,FL,33776,6,270,95589
12,FL,33777,1,3130,39907
12,FL,33777,2,2130,78357
12,FL,33777,3,1150,71277
12,FL,33777,4,700,60988
12,FL,33777,5,840,114508
12,FL,33777,6,340,186223
12,FL,33778,1,2880,37228
12,FL,33778,2,1700,61527
12,FL,33778,3,890,55043
12,FL,33778,4,510,44289
12,FL,33778,5,460,60665
12,FL,33778,6,110,41121
12,FL,33781,1,5780,77054
12,FL,33781,2,3520,124890
12,FL,33781,3,1410,86562
12,FL,33781,4,630,54125
12,FL,33781,5,450,56851
12,FL,33781,6,50,16268
12,FL,33782,1,4040,53287
12,FL,33782,2,2910,106042
12,FL,33782,3,1420,87912
12,FL,33782,4,740,64266
12,FL,33782,5,580,75495
12,FL,33782,6,150,82215
12,FL,33785,1,900,11277
12,FL,33785,2,680,25405
12,FL,33785,3,400,25455
12,FL,33785,4,300,26725
12,FL,33785,5,460,64690
12,FL,33785,6,250,137338
12,FL,33786,1,200,2450
12,FL,33786,2,110,3904
12,FL,33786,3,90,5301
12,FL,33786,4,80,7322
12,FL,33786,5,160,23228
12,FL,33786,6,160,153017
12,FL,33801,1,6930,91700
12,FL,33801,2,3440,121933
12,FL,33801,3,1120,68629
12,FL,33801,4,500,43149
12,FL,33801,5,340,43741
12,FL,33801,6,50,19650
12,FL,33803,1,5290,70238
12,FL,33803,2,3470,125725
12,FL,33803,3,1510,93706
12,FL,33803,4,820,71722
12,FL,33803,5,990,134533
12,FL,33803,6,510,295639
12,FL,33805,1,5460,72161
12,FL,33805,2,2540,88827
12,FL,33805,3,830,50408
12,FL,33805,4,360,30780
12,FL,33805,5,300,38954
12,FL,33805,6,60,29153
12,FL,33809,1,5170,68392
12,FL,33809,2,3480,127147
12,FL,33809,3,1840,114246
12,FL,33809,4,1190,103441
12,FL,33809,5,1070,139906
12,FL,33809,6,130,41396
12,FL,33810,1,8120,107571
12,FL,33810,2,5460,197696
12,FL,33810,3,2930,181632
12,FL,33810,4,1670,143980
12,FL,33810,5,1440,186376
12,FL,33810,6,190,79344
12,FL,33811,1,3550,45862
12,FL,33811,2,2620,95919
12,FL,33811,3,1510,94062
12,FL,33811,4,1030,89798
12,FL,33811,5,1030,134326
12,FL,33811,6,160,54511
12,FL,33812,1,1690,20574
12,FL,33812,2,1230,45728
12,FL,33812,3,800,50360
12,FL,33812,4,630,55112
12,FL,33812,5,800,105707
12,FL,33812,6,160,52946
12,FL,33813,1,5100,62813
12,FL,33813,2,3240,120477
12,FL,33813,3,2060,129069
12,FL,33813,4,1750,153145
12,FL,33813,5,2470,335005
12,FL,33813,6,850,413647
12,FL,33815,1,3280,43437
12,FL,33815,2,1250,42762
12,FL,33815,3,330,20212
12,FL,33815,4,90,8058
12,FL,33815,5,80,10648
12,FL,33815,6,30,22154
12,FL,33823,1,5900,77595
12,FL,33823,2,3320,119299
12,FL,33823,3,1600,99096
12,FL,33823,4,910,79745
12,FL,33823,5,930,122026
12,FL,33823,6,140,49066
12,FL,33825,1,4450,59058
12,FL,33825,2,2200,77615
12,FL,33825,3,880,53955
12,FL,33825,4,480,41837
12,FL,33825,5,380,48091
12,FL,33825,6,70,24019
12,FL,33827,1,510,6518
12,FL,33827,2,280,9949
12,FL,33827,3,170,10424
12,FL,33827,4,110,9693
12,FL,33827,5,100,13835
12,FL,33827,6,30,14474
12,FL,33830,1,5010,67187
12,FL,33830,2,2700,96842
12,FL,33830,3,1330,82291
12,FL,33830,4,770,66668
12,FL,33830,5,680,87919
12,FL,33830,6,130,48591
12,FL,33834,1,1070,14665
12,FL,33834,2,490,16964
12,FL,33834,3,180,11264
12,FL,33834,4,120,9961
12,FL,33834,5,100,14904
12,FL,33834,6,0,0
12,FL,33837,1,4210,58311
12,FL,33837,2,2750,99414
12,FL,33837,3,1340,82447
12,FL,33837,4,730,63045
12,FL,33837,5,640,84040
12,FL,33837,6,90,37680
12,FL,33838,1,920,12504
12,FL,33838,2,450,16447
12,FL,33838,3,190,12043
12,FL,33838,4,80,6662
12,FL,33838,5,60,10709
12,FL,33838,6,0,0
12,FL,33839,1,920,12221
12,FL,33839,2,520,18352
12,FL,33839,3,250,15147
12,FL,33839,4,120,10495
12,FL,33839,5,100,15796
12,FL,33839,6,0,0
12,FL,33841,1,1540,21223
12,FL,33841,2,830,29511
12,FL,33841,3,420,25648
12,FL,33841,4,220,19095
12,FL,33841,5,160,20112
12,FL,33841,6,30,11780
12,FL,33843,1,1830,23997
12,FL,33843,2,900,32440
12,FL,33843,3,460,28181
12,FL,33843,4,220,18797
12,FL,33843,5,130,16071
12,FL,33843,6,30,25029
12,FL,33844,1,7350,101214
12,FL,33844,2,3560,125855
12,FL,33844,3,1370,84247
12,FL,33844,4,590,51377
12,FL,33844,5,490,63525
12,FL,33844,6,100,35702
12,FL,33849,1,280,3586
12,FL,33849,2,180,6399
12,FL,33849,3,120,7255
12,FL,33849,4,60,5484
12,FL,33849,5,70,10086
12,FL,33849,6,0,0
12,FL,33850,1,1520,20160
12,FL,33850,2,800,28820
12,FL,33850,3,360,22201
12,FL,33850,4,190,16722
12,FL,33850,5,200,29083
12,FL,33850,6,0,0
12,FL,33852,1,4000,52312
12,FL,33852,2,1840,65788
12,FL,33852,3,920,56474
12,FL,33852,4,490,42756
12,FL,33852,5,490,65194
12,FL,33852,6,120,45563
12,FL,33853,1,2480,33275
12,FL,33853,2,1080,38361
12,FL,33853,3,440,27437
12,FL,33853,4,210,18480
12,FL,33853,5,160,21461
12,FL,33853,6,30,15345
12,FL,33857,1,250,3241
12,FL,33857,2,160,5755
12,FL,33857,3,70,3958
12,FL,33857,4,30,2763
12,FL,33857,5,20,3728
12,FL,33857,6,0,0
12,FL,33859,1,2070,27535
12,FL,33859,2,1110,40048
12,FL,33859,3,520,32102
12,FL,33859,4,320,27604
12,FL,33859,5,310,40410
12,FL,33859,6,110,134615
12,FL,33860,1,4020,54730
12,FL,33860,2,2720,98382
12,FL,33860,3,1360,84341
12,FL,33860,4,690,60043
12,FL,33860,5,560,71100
12,FL,33860,6,70,29076
12,FL,33865,1,190,2757
12,FL,33865,2,110,3723
12,FL,33865,3,50,2769
12,FL,33865,4,20,1945
12,FL,33865,5,20,2939
12,FL,33865,6,0,0
12,FL,33868,1,1790,23564
12,FL,33868,2,1160,41507
12,FL,33868,3,550,33731
12,FL,33868,4,300,26210
12,FL,33868,5,260,34208
12,FL,33868,6,50,22570
12,FL,33870,1,4760,62362
12,FL,33870,2,1990,70159
12,FL,33870,3,810,50011
12,FL,33870,4,350,30297
12,FL,33870,5,290,38650
12,FL,33870,6,100,37864
12,FL,33872,1,2350,31288
12,FL,33872,2,1320,47046
12,FL,33872,3,780,48131
12,FL,33872,4,430,37145
12,FL,33872,5,400,52500
12,FL,33872,6,90,39939
12,FL,33873,1,2610,34922
12,FL,33873,2,1300,46564
12,FL,33873,3,570,35284
12,FL,33873,4,290,25467
12,FL,33873,5,320,42316
12,FL,33873,6,60,27481
12,FL,33875,1,1750,23087
12,FL,33875,2,1120,41008
12,FL,33875,3,600,37466
12,FL,33875,4,390,33792
12,FL,33875,5,360,47667
12,FL,33875,6,90,32844
12,FL,33876,1,940,12641
12,FL,33876,2,550,19381
12,FL,33876,3,250,15535
12,FL,33876,4,140,12006
12,FL,33876,5,140,21579
12,FL,33876,6,0,0
12,FL,33880,1,8230,110717
12,FL,33880,2,4220,150712
12,FL,33880,3,1730,106269
12,FL,33880,4,840,73259
12,FL,33880,5,660,85096
12,FL,33880,6,100,42816
12,FL,33881,1,6970,92160
12,FL,33881,2,3190,113544
12,FL,33881,3,1270,78606
12,FL,33881,4,650,56744
12,FL,33881,5,630,81199
12,FL,33881,6,150,92963
12,FL,33884,1,5040,65410
12,FL,33884,2,3420,126968
12,FL,33884,3,2070,128400
12,FL,33884,4,1340,117201
12,FL,33884,5,1450,193293
12,FL,33884,6,460,212405
12,FL,33890,1,1140,16003
12,FL,33890,2,610,21467
12,FL,33890,3,210,12786
12,FL,33890,4,100,8630
12,FL,33890,5,90,11886
12,FL,33890,6,30,11830
12,FL,33896,1,2190,31059
12,FL,33896,2,1540,56586
12,FL,33896,3,720,44334
12,FL,33896,4,370,32124
12,FL,33896,5,350,45438
12,FL,33896,6,60,31353
12,FL,33897,1,3490,49101
12,FL,33897,2,2150,77600
12,FL,33897,3,1030,62766
12,FL,33897,4,490,42522
12,FL,33897,5,320,41226
12,FL,33897,6,40,13302
12,FL,33898,1,2910,38613
12,FL,33898,2,1520,54670
12,FL,33898,3,720,44534
12,FL,33898,4,400,34941
12,FL,33898,5,390,51504
12,FL,33898,6,80,46049
12,FL,33901,1,5160,65701
12,FL,33901,2,2380,84400
12,FL,33901,3,840,51784
12,FL,33901,4,430,37634
12,FL,33901,5,510,70790
12,FL,33901,6,330,169880
12,FL,33903,1,4320,55050
12,FL,33903,2,2420,87449
12,FL,33903,3,1190,73898
12,FL,33903,4,690,60316
12,FL,33903,5,640,84099
12,FL,33903,6,160,72852
12,FL,33904,1,5910,75380
12,FL,33904,2,3660,133835
12,FL,33904,3,2130,132388
12,FL,33904,4,1310,114092
12,FL,33904,5,1490,199896
12,FL,33904,6,420,195204
12,FL,33905,1,6220,83882
12,FL,33905,2,4110,143799
12,FL,33905,3,1410,87175
12,FL,33905,4,780,68524
12,FL,33905,5,850,113299
12,FL,33905,6,250,108380
12,FL,33907,1,5370,72312
12,FL,33907,2,3400,120569
12,FL,33907,3,1290,79230
12,FL,33907,4,600,51972
12,FL,33907,5,540,71535
12,FL,33907,6,210,112858
12,FL,33908,1,5710,73939
12,FL,33908,2,3930,143904
12,FL,33908,3,2480,154623
12,FL,33908,4,1820,159645
12,FL,33908,5,2820,392008
12,FL,33908,6,1540,785132
12,FL,33909,1,5240,69354
12,FL,33909,2,3440,124116
12,FL,33909,3,1640,101433
12,FL,33909,4,830,71655
12,FL,33909,5,570,72832
12,FL,33909,6,70,23235
12,FL,33912,1,2340,28527
12,FL,33912,2,1600,60148
12,FL,33912,3,1120,70006
12,FL,33912,4,920,80917
12,FL,33912,5,1440,199281
12,FL,33912,6,830,429152
12,FL,33913,1,2180,26597
12,FL,33913,2,1540,57719
12,FL,33913,3,1210,76344
12,FL,33913,4,980,86712
12,FL,33913,5,1750,240768
12,FL,33913,6,700,344020
12,FL,33914,1,6620,83104
12,FL,33914,2,4180,153015
12,FL,33914,3,2470,154292
12,FL,33914,4,1720,150351
12,FL,33914,5,2050,276566
12,FL,33914,6,610,297227
12,FL,33916,1,5330,71904
12,FL,33916,2,2590,89009
12,FL,33916,3,630,38419
12,FL,33916,4,240,20498
12,FL,33916,5,220,28688
12,FL,33916,6,60,22233
12,FL,33917,1,5460,70373
12,FL,33917,2,3090,111808
12,FL,33917,3,1620,100621
12,FL,33917,4,880,76815
12,FL,33917,5,960,126379
12,FL,33917,6,180,72133
12,FL,33919,1,4960,63238
12,FL,33919,2,3570,132725
12,FL,33919,3,2250,139476
12,FL,33919,4,1450,126990
12,FL,33919,5,1660,227918
12,FL,33919,6,710,380045
12,FL,33920,1,920,11478
12,FL,33920,2,520,18650
12,FL,33920,3,330,20736
12,FL,33920,4,210,18687
12,FL,33920,5,320,42744
12,FL,33920,6,120,53364
12,FL,33922,1,700,9249
12,FL,33922,2,340,12342
12,FL,33922,3,240,15026
12,FL,33922,4,140,12036
12,FL,33922,5,180,24107
12,FL,33922,6,60,27393
12,FL,33928,1,2700,33624
12,FL,33928,2,1910,72005
12,FL,33928,3,1540,97075
12,FL,33928,4,1260,110998
12,FL,33928,5,2080,287080
12,FL,33928,6,870,410827
12,FL,33931,1,1390,18845
12,FL,33931,2,940,34455
12,FL,33931,3,630,39152
12,FL,33931,4,430,38232
12,FL,33931,5,620,87506
12,FL,33931,6,350,194766
12,FL,33935,1,3390,45727
12,FL,33935,2,1580,55556
12,FL,33935,3,520,31491
12,FL,33935,4,290,25241
12,FL,33935,5,250,32441
12,FL,33935,6,80,30884
12,FL,33936,1,4540,60937
12,FL,33936,2,2350,83708
12,FL,33936,3,910,55322
12,FL,33936,4,420,36080
12,FL,33936,5,270,33832
12,FL,33936,6,30,8715
12,FL,33946,1,300,3820
12,FL,33946,2,200,7338
12,FL,33946,3,150,9376
12,FL,33946,4,130,11119
12,FL,33946,5,220,30512
12,FL,33946,6,150,87191
12,FL,33947,1,1450,18047
12,FL,33947,2,1010,36917
12,FL,33947,3,670,41754
12,FL,33947,4,440,38893
12,FL,33947,5,480,62884
12,FL,33947,6,80,23609
12,FL,33948,1,3200,40733
12,FL,33948,2,1880,68342
12,FL,33948,3,1010,63159
12,FL,33948,4,600,51741
12,FL,33948,5,480,62860
12,FL,33948,6,100,37280
12,FL,33950,1,3190,40584
12,FL,33950,2,1900,70679
12,FL,33950,3,1380,86845
12,FL,33950,4,1090,95784
12,FL,33950,5,1640,226647
12,FL,33950,6,630,283358
12,FL,33952,1,6700,86612
12,FL,33952,2,3450,123585
12,FL,33952,3,1520,93532
12,FL,33952,4,690,59217
12,FL,33952,5,590,77481
12,FL,33952,6,160,73109
12,FL,33953,1,890,11408
12,FL,33953,2,550,20019
12,FL,33953,3,350,22113
12,FL,33953,4,260,22288
12,FL,33953,5,360,49181
12,FL,33953,6,130,46541
12,FL,33954,1,1920,24306
12,FL,33954,2,1200,44230
12,FL,33954,3,700,43250
12,FL,33954,4,370,32343
12,FL,33954,5,320,41873
12,FL,33954,6,50,17511
12,FL,33955,1,1380,17376
12,FL,33955,2,890,32652
12,FL,33955,3,620,38500
12,FL,33955,4,450,39126
12,FL,33955,5,570,77365
12,FL,33955,6,190,79857
12,FL,33956,1,600,7702
12,FL,33956,2,390,14289
12,FL,33956,3,220,13819
12,FL,33956,4,190,16843
12,FL,33956,5,200,28107
12,FL,33956,6,80,32185
12,FL,33957,1,670,7981
12,FL,33957,2,440,16724
12,FL,33957,3,310,20043
12,FL,33957,4,280,24746
12,FL,33957,5,730,104853
12,FL,33957,6,810,730470
12,FL,33960,1,150,1939
12,FL,33960,2,80,2786
12,FL,33960,3,30,2017
12,FL,33960,4,20,2017
12,FL,33960,5,20,3754
12,FL,33960,6,0,0
12,FL,33966,1,1400,17482
12,FL,33966,2,980,36368
12,FL,33966,3,630,39319
12,FL,33966,4,450,39803
12,FL,33966,5,640,86480
12,FL,33966,6,240,91057
12,FL,33967,1,4640,60168
12,FL,33967,2,2980,108626
12,FL,33967,3,1480,91986
12,FL,33967,4,930,80996
12,FL,33967,5,920,122781
12,FL,33967,6,210,90769
12,FL,33971,1,4800,65582
12,FL,33971,2,2910,104067
12,FL,33971,3,1180,72351
12,FL,33971,4,510,44085
12,FL,33971,5,290,36063
12,FL,33971,6,20,6197
12,FL,33972,1,2260,29363
12,FL,33972,2,1300,46773
12,FL,33972,3,610,37970
12,FL,33972,4,280,24511
12,FL,33972,5,290,35827
12,FL,33972,6,20,6425
12,FL,33973,1,2900,41091
12,FL,33973,2,1090,37282
12,FL,33973,3,210,12876
12,FL,33973,4,90,7643
12,FL,33973,5,100,12671
12,FL,33973,6,20,7325
12,FL,33974,1,2800,38033
12,FL,33974,2,1670,59065
12,FL,33974,3,620,37589
12,FL,33974,4,250,21913
12,FL,33974,5,170,23026
12,FL,33974,6,0,0
12,FL,33976,1,3320,45584
12,FL,33976,2,1910,67573
12,FL,33976,3,550,33423
12,FL,33976,4,200,16773
12,FL,33976,5,90,11828
12,FL,33976,6,0,0
12,FL,33980,1,1990,25847
12,FL,33980,2,1170,42848
12,FL,33980,3,690,42579
12,FL,33980,4,390,34085
12,FL,33980,5,340,44495
12,FL,33980,6,80,35241
12,FL,33981,1,1760,22788
12,FL,33981,2,1190,43386
12,FL,33981,3,700,43873
12,FL,33981,4,460,40162
12,FL,33981,5,430,55856
12,FL,33981,6,100,31919
12,FL,33982,1,1500,19288
12,FL,33982,2,910,33145
12,FL,33982,3,470,29356
12,FL,33982,4,280,23568
12,FL,33982,5,300,40273
12,FL,33982,6,80,34778
12,FL,33983,1,2630,33872
12,FL,33983,2,1660,60802
12,FL,33983,3,1060,65470
12,FL,33983,4,620,54081
12,FL,33983,5,590,77534
12,FL,33983,6,100,37206
12,FL,33990,1,6060,79120
12,FL,33990,2,3750,135238
12,FL,33990,3,1880,116717
12,FL,33990,4,1080,93909
12,FL,33990,5,980,127803
12,FL,33990,6,130,39663
12,FL,33991,1,3400,43069
12,FL,33991,2,2240,82516
12,FL,33991,3,1380,85723
12,FL,33991,4,890,77987
12,FL,33991,5,960,126663
12,FL,33991,6,190,91562
12,FL,33993,1,4330,56147
12,FL,33993,2,2910,105610
12,FL,33993,3,1610,99743
12,FL,33993,4,930,80957
12,FL,33993,5,750,97720
12,FL,33993,6,120,46307
12,FL,34102,1,1550,18631
12,FL,34102,2,780,28850
12,FL,34102,3,560,35292
12,FL,34102,4,370,32699
12,FL,34102,5,710,102581
12,FL,34102,6,1280,2238289
12,FL,34103,1,1780,21628
12,FL,34103,2,1050,38357
12,FL,34103,3,660,41105
12,FL,34103,4,510,45395
12,FL,34103,5,950,134930
12,FL,34103,6,1350,1504562
12,FL,34104,1,4810,64322
12,FL,34104,2,3150,113896
12,FL,34104,3,1520,94209
12,FL,34104,4,1000,87052
12,FL,34104,5,1200,162554
12,FL,34104,6,260,96258
12,FL,34105,1,2140,25874
12,FL,34105,2,1530,57345
12,FL,34105,3,960,60002
12,FL,34105,4,670,58922
12,FL,34105,5,1250,180215
12,FL,34105,6,1120,949743
12,FL,34108,1,2640,33182
12,FL,34108,2,1660,61438
12,FL,34108,3,1080,67989
12,FL,34108,4,730,64688
12,FL,34108,5,1380,199600
12,FL,34108,6,1960,2064549
12,FL,34109,1,4050,50755
12,FL,34109,2,2690,99508
12,FL,34109,3,1560,97862
12,FL,34109,4,1010,89357
12,FL,34109,5,1860,261663
12,FL,34109,6,1120,642607
12,FL,34110,1,2840,35630
12,FL,34110,2,2000,74955
12,FL,34110,3,1380,86786
12,FL,34110,4,1080,95375
12,FL,34110,5,2060,290034
12,FL,34110,6,1420,1107756
